Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	stationaryDist[1]	stationaryDist[2]	tree_length
1476	-2365.547	-2435.688	70.14104	0.110565	0.109458	0.0177218	0.0501384	0.0602162	0.123011	0.0245988	0.00646993	0.0994126	0.0294579	0.0622744	0.0677383	0.0137097	0.00881219	0.00689513	0.0387402	0.0211101	0.0982237	0.0291692	0.0363091	0.0272091	0.0148925	0.00496023	0.0255299	0.00915587	0.0183366	0.00465457	0.0156109	0.0114942	0.00480242	0.011897	0.00138727	0.00364353	0.00170737	0.00676705	0.0182685	0.0445373	0.0461782	0.0212092	0.0470723	0.0524454	0.00817119	0.00981159	0.0139007	0.00662874	0.162104	0.000612448	0.025065	0.0251233	0.205787	0.0214402	0.8167808	1.183219	0.136033	0.377986	0.73821	1.35463	2.6456	7.35118	1.442422	1.448637	0.0586727	0.0580851	0.00940429	0.0266066	0.0319545	0.0652773	0.0130537	0.00343335	0.0527546	0.0156322	0.0330467	0.0359462	0.00727526	0.0046763	0.00365899	0.020558	0.0112023	0.0521237	0.015479	0.0192679	0.0144389	0.00790288	0.00263221	0.0135478	0.00485868	0.00973055	0.00247001	0.00828412	0.00609955	0.00254847	0.00631329	0.000736173	0.00193349	0.000906039	0.00359103	0.00969444	0.0236343	0.0245051	0.0112549	0.0249795	0.0278309	0.00433615	0.00520665	0.00737657	0.00351763	0.0860225	0.000325004	0.0133011	0.013332	0.109204	0.0113775	0.59161	0.40839	1.884434
1512	-2372.669	-2443.049	70.37982	0.0753775	0.0588726	0.0203626	0.0388041	0.0573056	0.0917559	0.034777	0.0284866	0.0232831	0.0620425	0.0615778	0.0990337	0.0174924	0.0296932	0.00844465	0.0182499	0.0185052	0.0582743	0.026576	0.020856	0.0304815	0.0151025	0.0143686	0.0572904	0.0100143	0.0130356	0.000188912	0.0229736	0.0178589	0.00454398	0.0178458	0.0021313	0.00975207	0.0110732	0.0090113	0.00173925	0.0591309	0.0313088	0.0286814	0.00447306	0.0247947	0.00957656	0.0198422	0.0118731	0.00768709	0.137788	0.00036602	0.0105536	0.00567732	0.198368	0.0255148	0.8304413	1.169559	0.116827	0.350945	0.721312	1.38636	2.84945	8.55965	1.552471	1.408358	0.0453312	0.0354053	0.0122458	0.0233364	0.0344629	0.055181	0.0209145	0.0171315	0.0140022	0.0373117	0.0370322	0.0595578	0.0105198	0.0178571	0.00507852	0.0109753	0.0111288	0.0350455	0.0159825	0.0125425	0.0183312	0.00908248	0.0086411	0.0344538	0.00602249	0.00783948	0.00011361	0.0138161	0.0107402	0.0027327	0.0107323	0.00128174	0.00586479	0.00665928	0.00541929	0.00104596	0.0355607	0.0188288	0.0172487	0.00269005	0.0149112	0.00575924	0.0119329	0.00714037	0.00462293	0.0828644	0.00022012	0.0063468	0.00341428	0.119296	0.0153443	0.584779	0.415221	1.662818
1548	-2362.181	-2432.541	70.35982	0.0687413	0.0364639	0.0170919	0.0382962	0.0658138	0.0980208	0.0463613	0.00034582	0.0567321	0.0141533	0.0534249	0.0974736	0.0340031	0.0175618	0.00480818	0.031404	0.0149144	0.0510719	0.0199668	0.0175186	0.0167729	0.0122708	0.00601601	0.0489095	0.0125458	0.00400784	0.00149925	0.00610509	0.00804928	0.00791817	0.0265835	0.00606301	0.00570057	0.015793	0.00011989	0.0173678	0.0957194	0.0349001	0.0122044	0.0114912	0.0480924	0.0101253	0.0189255	0.00525085	0.00571243	0.180368	0.00315628	0.0225555	0.0103114	0.157032	0.0137743	0.85601	1.14399	0.0948612	0.317047	0.698811	1.431	3.15411	10.5417	1.703074	1.336421	0.0427095	0.0226553	0.0106193	0.0237937	0.0408906	0.0609011	0.0288046	0.000214861	0.0352481	0.00879357	0.0331933	0.0605611	0.0211264	0.0109113	0.00298736	0.0195115	0.0092664	0.0317313	0.0124055	0.0108844	0.0104211	0.00762391	0.00373779	0.0303879	0.00779478	0.0024901	0.000931498	0.00379314	0.00500108	0.00491962	0.0165165	0.00376699	0.00354181	0.00981229	7.44888e-05	0.0107908	0.0594712	0.0216837	0.00758269	0.00713956	0.0298802	0.00629091	0.0117585	0.00326239	0.00354917	0.112064	0.00196102	0.0140139	0.00640654	0.0975651	0.00855809	0.571995	0.428005	1.609509
1584	-2365.923	-2434.172	68.24868	0.157507	0.133054	0.0889129	0.0600504	0.0893104	0.21926	0.0896543	0.0331592	0.0968069	0.0238003	0.0809929	0.125632	0.0457618	0.0367348	0.00437827	0.070624	0.0155565	0.0702452	0.0512878	0.0375785	0.0288932	0.0114621	0.0126506	0.039354	0.0359865	0.00671162	0.0129515	0.0337052	0.0202273	0.00742905	0.00803265	0.0028642	0.00590991	0.0945663	0.644141	0.0132427	0.0563908	0.0994519	0.0731627	0.0100664	0.00753215	0.0151075	0.0571022	0.050514	0.0221897	0.0160987	0.0415766	0.0258842	0.0189974	0.203868	0.0255671	0.9019036	1.098096	0.151334	0.398156	0.750281	1.33283	2.51158	6.6079	1.365346	1.217532	0.0487343	0.0411685	0.0275106	0.0185803	0.0276336	0.0678416	0.0277401	0.0102598	0.0299532	0.00736407	0.0250601	0.0388719	0.0141592	0.0113662	0.00135469	0.0218519	0.00481337	0.0217347	0.015869	0.0116272	0.00893988	0.0035465	0.00391424	0.0121766	0.0111346	0.00207665	0.00400733	0.0104288	0.00625856	0.00229863	0.00248539	0.000886215	0.00182859	0.0292599	0.199304	0.00409743	0.017448	0.0307715	0.0226374	0.00311465	0.00233053	0.00467443	0.0176681	0.0156296	0.00686574	0.00498112	0.0128643	0.00800886	0.00587802	0.063079	0.00791075	0.549048	0.450952	3.231943
1620	-2359.123	-2428.262	69.13915	0.226608	0.130912	0.0481551	0.0772414	0.0820035	0.178416	0.0159203	0.0112481	0.0768865	0.0635267	0.0826686	0.148999	0.0385124	0.0164818	0.000185748	0.0188155	0.0249885	0.105437	0.0324629	0.033009	0.0323643	0.0353192	0.0101183	0.0150054	0.0282836	0.00203582	0.00914629	0.0148374	0.0584331	0.00493893	0.0132865	0.0146329	0.00328661	0.00330905	0.348182	0.00965502	0.11341	0.0890684	0.023958	0.00573972	0.00772456	0.00132674	0.0575149	0.0243127	0.0300189	0.0224795	0.0310914	0.0422683	0.0519378	0.252675	0.0153702	0.9099723	1.090028	0.18041	0.433787	0.770614	1.29767	2.30528	5.54293	1.238273	1.197869	0.0813906	0.0470194	0.0172958	0.0277427	0.0294531	0.0640815	0.00571805	0.00403995	0.0276152	0.0228168	0.0296919	0.0535156	0.0138325	0.00591974	6.67148e-05	0.00675795	0.00897507	0.0378697	0.0116596	0.0118558	0.0116242	0.0126855	0.00363417	0.00538946	0.0101586	0.000731202	0.00328506	0.00532912	0.0209873	0.00177391	0.00477208	0.00525568	0.00118045	0.00118851	0.125056	0.00346778	0.0407334	0.0319905	0.00860497	0.00206153	0.00277442	0.000476524	0.0206575	0.00873234	0.0107818	0.00807393	0.0111671	0.0151814	0.0186544	0.0907529	0.00552048	0.545014	0.454986	2.784209
1656	-2362.499	-2431.923	69.42391	0.140104	0.0973685	0.0134447	0.0716052	0.144915	0.134717	0.116753	0.0234059	0.0516849	0.0446485	0.0603235	0.176525	0.0443219	0.0320538	0.000151782	0.0379578	0.0210347	0.0872892	0.0232771	0.0197662	0.0512754	0.0393174	0.0137817	0.0177755	0.0125043	0.00439556	0.00660512	0.0196352	0.042577	0.00314559	0.00879576	0.0195614	0.00182086	0.0150037	0.181896	0.0161505	0.0412936	0.00269334	0.0250785	0.0103928	0.00539023	0.0023236	0.0505489	0.0653576	0.0340952	0.0265907	0.0296269	0.0202648	0.0541048	0.294065	0.0200551	0.8123868	1.187613	0.180694	0.43412	0.770798	1.29736	2.30351	5.53422	1.237135	1.461882	0.0565514	0.0393016	0.00542676	0.0289026	0.0584931	0.054377	0.047126	0.00944748	0.020862	0.0180218	0.0243488	0.0712522	0.01789	0.0129381	6.12648e-05	0.0153212	0.00849041	0.0352332	0.00939553	0.00797839	0.0206967	0.01587	0.00556279	0.00717484	0.00504721	0.00177421	0.00266607	0.00792551	0.0171857	0.00126968	0.0035503	0.00789572	0.000734969	0.00605606	0.07342	0.00651895	0.0166676	0.00108713	0.0101226	0.00419492	0.0021757	0.000937893	0.0204034	0.0263808	0.0137621	0.010733	0.0119585	0.00817962	0.0218387	0.118696	0.00809498	0.593807	0.406193	2.477471
1692	-2364.054	-2434.346	70.29203	0.158524	0.0696052	0.0255155	0.0566708	0.0500734	0.12826	0.080886	0.0216205	0.0619716	0.0177725	0.0585329	0.131054	0.0206336	0.0346066	0.00436256	0.0186624	0.0217889	0.0857007	0.0147738	0.0135597	0.0251538	0.0104699	0.019843	0.0379759	0.0153817	0.00492345	0.00357167	0.0318134	0.0330167	0.00151486	0.0163464	0.00264726	0.00243869	0.0251022	0.136828	0.0230524	0.0235243	0.0450162	0.0324337	0.00263571	0.000227602	0.00317847	0.0178819	0.00844752	0.0308848	0.0496467	0.00735608	0.0144106	0.0343543	0.162141	0.0129816	0.9136423	1.086358	0.13185	0.372272	0.734711	1.36108	2.68621	7.58438	1.465003	1.189041	0.0830065	0.0364468	0.0133605	0.0296741	0.0262195	0.0671599	0.0423537	0.0113209	0.0324497	0.0093061	0.0306491	0.0686228	0.0108042	0.0181208	0.00228433	0.00977206	0.0114091	0.0448748	0.00773588	0.00710017	0.0131711	0.0054823	0.0103902	0.019885	0.0080542	0.00257803	0.0018702	0.0166582	0.0172883	0.000793215	0.00855934	0.00138617	0.00127695	0.013144	0.0716462	0.0120707	0.0123179	0.0235715	0.016983	0.00138011	0.000119177	0.00166432	0.00936334	0.00442331	0.016172	0.0259961	0.00385181	0.00754569	0.0179887	0.0849006	0.00679745	0.543179	0.456821	1.909774
1728	-2362.906	-2432.324	69.41775	0.1306	0.0741244	0.0601011	0.0780991	0.0617156	0.126804	0.061816	0.0317696	0.0932073	0.0314333	0.103287	0.160813	0.0386777	0.0323735	0.010396	0.0338311	0.0199866	0.111673	0.0711802	0.0406051	0.0395302	0.0272027	0.0230319	0.0260163	0.0232251	0.0123622	0.00498837	0.0305882	0.0162903	0.00971959	0.0229352	0.00289042	0.0257372	0.0565829	0.412083	0.0358533	0.0908237	0.0861817	0.0273689	0.0045473	0.0096504	0.0224501	0.0232633	0.00883877	0.0158032	0.0191285	0.0252553	0.0149041	0.0766097	0.165922	0.0311721	1.030426	0.9695741	0.180296	0.433654	0.77054	1.29779	2.30599	5.54642	1.238728	0.9409451	0.0472599	0.0268231	0.0217486	0.0282614	0.0223328	0.0458861	0.0223691	0.0114964	0.0337286	0.0113747	0.0373763	0.0581928	0.0139961	0.0117149	0.00376197	0.0122423	0.00723246	0.0404107	0.0257577	0.0146936	0.0143047	0.00984375	0.00833448	0.00941443	0.00840438	0.00447348	0.00180512	0.0110689	0.0058949	0.00351719	0.00829947	0.00104595	0.00931342	0.0204754	0.149119	0.0129741	0.032866	0.0311863	0.00990387	0.00164551	0.00349215	0.00812392	0.00841821	0.00319845	0.00571865	0.00692196	0.00913904	0.0053933	0.0277225	0.0600417	0.0112801	0.484787	0.515213	2.763451
1764	-2371.456	-2440.415	68.95925	0.190845	0.150584	0.0580385	0.0600791	0.0893965	0.128995	0.0695567	0.0252561	0.0917412	0.00678953	0.153596	0.103403	0.0309775	0.0232108	0.00243835	0.00851621	0.0351404	0.0602875	0.0512412	0.0380633	0.0321716	0.0323867	0.0121444	0.00546118	0.0271557	0.0121506	0.0068016	0.0114271	0.000628043	0.0326143	0.0471609	0.0446364	0.0527275	0.0299424	0.00447701	0.0403576	0.0440922	0.0915333	0.0044044	0.0190268	0.0753769	0.216847	0.41182	0.0457277	0.00585449	0.0581953	0.0103528	0.0089911	0.0102748	0.0137526	0.0268886	0.9368487	1.063151	0.13913	0.382159	0.740744	1.34999	2.61671	7.18751	1.426141	1.134816	0.067831	0.0535213	0.0206283	0.0213536	0.0317737	0.045848	0.0247222	0.00897665	0.0326071	0.00241317	0.0545917	0.0367521	0.0110102	0.0082497	0.000866651	0.00302687	0.0124898	0.0214276	0.0182124	0.0135286	0.0114346	0.011511	0.00431641	0.00194104	0.00965182	0.00431861	0.00241745	0.00406146	0.000223222	0.0115919	0.0167621	0.0158649	0.0187406	0.0106423	0.00159124	0.0143441	0.0156715	0.0325332	0.00156543	0.00676259	0.0267908	0.0770727	0.146371	0.0162527	0.00208083	0.020684	0.00367965	0.00319566	0.00365191	0.00488801	0.00955686	0.531576	0.468424	2.813537
1800	-2367.067	-2437.113	70.04689	0.0914181	0.0768902	0.0223627	0.05626	0.0875823	0.101228	0.0510842	0.0239983	0.070358	0.0286589	0.0623462	0.171581	0.0355608	0.0256942	0.00670057	0.039184	0.00847531	0.0378234	0.0300101	0.0162752	0.0085449	0.0220686	0.00893332	0.0554401	0.0352935	0.00945936	0.00783362	0.0391359	0.0397284	0.0250344	0.00512306	0.0641325	0.00648159	0.0426854	0.0362713	0.0156931	0.0483424	0.133437	0.00851835	0.0167684	0.243121	0.0202568	0.000190825	0.120327	0.00340506	0.000323389	0.00195364	0.0128314	0.0390333	0.0285665	0.00751692	1.005158	0.9948424	0.119608	0.354995	0.723898	1.38141	2.81694	8.36062	1.53546	0.9897377	0.0425212	0.0357638	0.0104015	0.0261681	0.0407371	0.0470843	0.0237607	0.0111623	0.0327255	0.0133301	0.028999	0.0798071	0.0165404	0.0119511	0.00311663	0.0182256	0.00394211	0.0175927	0.0139586	0.00757006	0.00397448	0.0102647	0.00415514	0.0257868	0.016416	0.00439982	0.00364364	0.0182032	0.0184788	0.0116442	0.00238288	0.0298299	0.00301477	0.0198542	0.0168708	0.00729932	0.0224854	0.0620654	0.00396213	0.00779948	0.113083	0.00942203	8.87584e-05	0.0559675	0.00158379	0.000150418	0.000908695	0.00596825	0.0181555	0.0132871	0.00349634	0.497421	0.502579	2.149943
1836	-2363.63	-2434.227	70.59732	0.116755	0.0840794	0.0283694	0.0381539	0.0702916	0.114833	0.0457821	0.0251508	0.0516813	0.01062	0.0693955	0.0772593	0.0203065	0.0229417	0.0087149	0.01834	0.00941168	0.0314649	0.0162663	0.0149094	0.0210598	0.0290191	0.0119987	0.000382072	0.0239645	0.000533779	0.0072302	0.0293899	0.0125651	0.0149915	0.00583817	0.0268562	0.0104309	0.0175697	0.0249824	0.0031206	0.0477708	0.0400516	0.0138929	0.043135	0.183426	0.0135559	0.00313113	0.111764	0.00804682	0.00607646	0.00300523	0.0239518	0.0389027	0.0198247	0.00535919	0.9330127	1.066987	0.119457	0.354775	0.723759	1.38168	2.81868	8.37122	1.536376	1.143594	0.0696397	0.0501501	0.0169213	0.0227573	0.0419263	0.0684932	0.0273073	0.0150015	0.0308259	0.0063344	0.0413918	0.0460822	0.012112	0.0136838	0.0051981	0.0109391	0.00561371	0.0187676	0.00970225	0.00889287	0.0125613	0.0173088	0.00715675	0.000227891	0.0142939	0.000318379	0.00431254	0.0175299	0.00749459	0.00894184	0.00348224	0.0160187	0.00622163	0.0104796	0.014901	0.00186132	0.0284935	0.0238893	0.00828656	0.0257284	0.109407	0.00808555	0.0018676	0.066663	0.00479962	0.00362437	0.0017925	0.0142863	0.023204	0.0118247	0.00319655	0.533494	0.466506	1.676553
1872	-2366.157	-2437.017	70.85925	0.0789226	0.052049	0.0189707	0.0428265	0.0490929	0.0647588	0.064051	0.01456	0.0560374	0.025571	0.0334423	0.113723	0.0332293	0.0245402	0.00871003	0.0113741	0.0122788	0.00819837	0.0197119	0.0177606	0.0205772	0.0162391	0.015198	0.00246227	0.0196521	0.000173199	0.00653292	0.0117614	0.0203879	0.0144433	0.0219132	0.0434202	0.00601511	0.026176	0.0187291	0.0111537	0.0319886	0.0300002	0.0330051	0.019059	0.124832	0.0192793	0.00452784	0.148746	0.00101914	0.00118313	0.00375276	0.00220145	0.0387215	0.00402207	0.00398902	0.9193158	1.080684	0.121143	0.357209	0.725304	1.37873	2.79948	8.25468	1.52624	1.175531	0.0536534	0.0353841	0.0128968	0.0291144	0.0333745	0.0440245	0.0435433	0.00989823	0.0380955	0.0173837	0.0227348	0.0773117	0.02259	0.016683	0.00592128	0.00773237	0.00834742	0.00557344	0.0134006	0.0120741	0.0139889	0.0110397	0.0103319	0.00167391	0.01336	0.000117745	0.00444123	0.00799564	0.0138602	0.00981886	0.0148971	0.0295181	0.00408921	0.0177951	0.0127324	0.00758253	0.0217466	0.0203948	0.0224376	0.0129568	0.0848638	0.0131065	0.00307813	0.101121	0.000692835	0.00080432	0.00255121	0.0014966	0.0263238	0.0027343	0.00271183	0.540342	0.459658	1.470971
1908	-2373.324	-2443.946	70.62177	0.133116	0.0708304	0.0397935	0.0442281	0.0521777	0.101437	0.0572291	0.012339	0.062188	0.0206793	0.0483457	0.0561639	0.0183892	0.0164697	0.000650737	0.0351753	0.0135843	0.0542614	0.0457286	0.00834329	0.008538	0.0117213	0.00653078	0.0616304	0.013515	0.000529926	0.00405741	0.0100645	0.0309146	0.0176956	0.00867069	0.01891	0.0142497	0.00180674	0.0336227	0.00864322	0.0265595	0.0530711	0.037311	0.0123297	0.129177	0.0224227	0.00118905	0.0925129	0.00496129	5.70096e-06	0.0128633	0.0352029	0.0178443	0.0110809	0.00372615	0.8953496	1.10465	0.119566	0.354933	0.723859	1.38148	2.81743	8.36358	1.535717	1.233764	0.0830681	0.0442002	0.0248323	0.0275996	0.0325604	0.0632999	0.0357126	0.0076999	0.0388072	0.0129045	0.0301692	0.0350479	0.0114754	0.0102776	0.000406079	0.0219504	0.00847703	0.0338607	0.028536	0.00520646	0.00532796	0.00731444	0.0040754	0.0384592	0.00843374	0.00033069	0.00253194	0.00628057	0.0192916	0.0110426	0.00541077	0.0118004	0.00889222	0.00112746	0.0209816	0.00539362	0.0165739	0.0331179	0.0232831	0.00769407	0.0806105	0.0139924	0.000742004	0.0577308	0.00309599	3.55757e-06	0.00802709	0.0219676	0.0111354	0.00691479	0.00232523	0.552325	0.447675	1.602489
1944	-2361.63	-2431.533	69.90295	0.173301	0.126191	0.0648604	0.0519607	0.0848536	0.135856	0.0582972	0.0140427	0.12857	0.0347416	0.0677202	0.154397	0.0289327	0.0237383	0.0107366	0.0213159	0.00966466	0.0672857	0.0359058	0.032258	0.0241095	0.0344495	0.0201203	0.0153081	0.0214674	0.0108759	0.006202	0.0286921	0.018403	0.0375249	0.0298533	0.0256175	0.0116761	0.00128737	0.0279103	0.0118843	0.0527525	0.0459762	0.0468116	0.0379532	0.263188	0.0108045	0.0135069	0.112566	0.00188872	0.00193199	0.0207817	0.0304488	0.0360915	0.00531941	0.0131306	0.9760711	1.023929	0.161002	0.410365	0.757384	1.32033	2.43686	6.21109	1.320567	1.049031	0.0739604	0.0538551	0.0276807	0.0221754	0.0362133	0.0579799	0.0248797	0.00599305	0.0548703	0.0148268	0.0289012	0.0658927	0.0123477	0.0101309	0.0045821	0.00909708	0.00412462	0.0287158	0.0153236	0.0137669	0.0102893	0.0147021	0.00858679	0.00653308	0.00916172	0.00464156	0.00264685	0.012245	0.00785391	0.0160146	0.0127406	0.0109329	0.00498307	0.000549416	0.0119114	0.0050719	0.0225134	0.0196214	0.0199779	0.0161974	0.112322	0.00461107	0.0057644	0.04804	0.000806055	0.000824521	0.00886907	0.0129947	0.0154029	0.00227018	0.00560378	0.511964	0.488036	2.343164
1980	-2359.446	-2428.726	69.28083	0.20061	0.146151	0.0383186	0.0784402	0.130735	0.142993	0.0968172	0.0285436	0.0570503	0.026479	0.114771	0.20701	0.0478561	0.0410649	0.0115397	0.037151	0.0250021	0.0536764	0.0418659	0.0325585	0.0530549	0.0340895	0.0142335	0.0225973	0.0363757	0.0275302	0.0104251	0.0215635	0.0301369	0.0258043	0.00899165	0.0590813	0.0172243	0.0142616	0.0201707	0.0135616	0.0898367	0.0431518	0.00495586	0.08557	0.250293	0.0147115	0.00456643	0.195623	0.00405942	0.00865053	0.00991342	0.0251915	0.00958566	0.0336914	0.00798936	0.8827025	1.117297	0.222822	0.480837	0.795773	1.25664	2.07971	4.48788	1.085601	1.265769	0.0728027	0.0530392	0.0139061	0.0284665	0.0474448	0.0518933	0.0351357	0.0103587	0.020704	0.00960944	0.0416511	0.0751254	0.0173673	0.0149027	0.00418784	0.0134824	0.00907344	0.0194796	0.0151934	0.0118157	0.019254	0.0123713	0.00516543	0.00820073	0.013201	0.00999091	0.00378336	0.00782556	0.0109369	0.00936456	0.00326313	0.021441	0.00625082	0.00517563	0.00732011	0.0049216	0.0326024	0.0156601	0.00179852	0.031054	0.0908333	0.0053389	0.00165719	0.0709929	0.00147319	0.00313934	0.00359765	0.0091422	0.00347871	0.0122269	0.0028994	0.558649	0.441351	2.755525
2016	-2370.435	-2440.151	69.71611	0.152944	0.0976872	0.049637	0.0865244	0.140976	0.131812	0.0742271	0.0277878	0.0548219	0.0256975	0.112112	0.0873441	0.0144125	0.0175611	0.00591903	0.0146538	0.0252682	0.0365441	0.0431181	0.0334635	0.0466116	0.0136567	0.0126094	0.0262078	0.0353245	0.00918746	0.00652647	0.0137528	0.0239885	0.0239069	0.0140738	0.0316347	0.0197522	0.00374168	0.042631	0.0352392	0.0451007	0.0480875	0.00820527	0.043719	0.210688	0.0179681	0.00957543	0.170453	0.0169108	0.0103218	0.0196288	0.0790533	0.0214558	0.0234405	0.0177811	0.8734621	1.126538	0.163863	0.413905	0.759417	1.3168	2.41601	6.10265	1.307831	1.289739	0.0655359	0.0418586	0.0212692	0.0370753	0.0604075	0.0564809	0.031806	0.011907	0.023491	0.0110113	0.0480395	0.0374266	0.00617571	0.00752487	0.00253628	0.00627908	0.0108273	0.015659	0.0184759	0.014339	0.0199729	0.00585183	0.00540307	0.0112299	0.0151364	0.00393679	0.00279656	0.005893	0.010279	0.010244	0.00603056	0.0135553	0.00846375	0.00160329	0.0182672	0.0150999	0.0193255	0.0206053	0.00351593	0.0187334	0.0902789	0.00769927	0.00410303	0.0730384	0.00724622	0.00442286	0.00841084	0.033874	0.0091937	0.0100442	0.00761913	0.563269	0.436731	2.333745
2052	-2366.74	-2435.678	68.93795	0.244959	0.112903	0.0896243	0.0543826	0.0559522	0.138036	0.122085	0.017133	0.118166	0.0486451	0.0994775	0.116436	0.0372235	0.0251184	0.0153469	0.0317884	0.0147967	0.0643398	0.0359883	0.012957	0.016632	0.0210405	0.0127706	0.00422568	0.022549	0.0259025	0.00903075	0.0686109	0.0472117	0.0438832	0.00522393	0.00748991	0.00664675	0.00957154	0.0268408	0.0186577	0.0604835	0.122307	0.00515093	0.0137001	0.324091	0.00490107	0.0099955	0.258027	0.00483013	0.0370886	0.0148996	0.0567388	0.0427204	0.0254191	0.0100157	0.9399416	1.060058	0.127509	0.366244	0.730978	1.36803	2.73042	7.84259	1.48921	1.127792	0.0877354	0.0404377	0.0321002	0.0194779	0.0200401	0.0494397	0.0437263	0.00613644	0.0423229	0.0174229	0.0356293	0.0417032	0.0133321	0.00899652	0.00549671	0.0113855	0.00529963	0.0230442	0.0128897	0.00464072	0.005957	0.00753597	0.00457399	0.00151349	0.00807625	0.00927736	0.00323449	0.024574	0.0169095	0.0157174	0.00187102	0.00268262	0.00238063	0.00342818	0.00961343	0.00668251	0.021663	0.0438062	0.00184488	0.0049069	0.116078	0.00175539	0.00358003	0.0924159	0.00172998	0.0132838	0.00533652	0.0203218	0.0153009	0.00910422	0.00358726	0.530029	0.469971	2.792015
2088	-2364.816	-2435.135	70.3197	0.12102	0.0670289	0.0345513	0.0722462	0.0771914	0.0911841	0.0812318	0.0210054	0.0545251	0.0552061	0.0805858	0.123683	0.0197691	0.0209239	0.00618503	0.00670214	0.0167597	0.0732039	0.0242677	0.0204906	0.0185771	0.0144003	0.0159558	0.0190341	0.0115001	0.0151616	0.0108001	0.0246125	0.0263768	0.0253508	0.0111811	0.00992204	0.00390947	0.0172652	0.014601	0.015568	0.0781736	0.00913192	0.0099415	0.0485413	0.171041	0.012626	0.00225632	0.218919	0.0326469	0.0367937	0.00445988	0.020035	0.00459421	0.0152589	0.00387376	0.9122498	1.08775	0.162315	0.411992	0.75832	1.3187	2.42723	6.16088	1.314698	1.192382	0.0608059	0.0336783	0.0173601	0.0362997	0.0387844	0.0458149	0.0408145	0.0105541	0.0273958	0.027738	0.0404899	0.0621437	0.00993286	0.0105131	0.00310763	0.00336745	0.0084208	0.0367809	0.0121932	0.0102954	0.00933396	0.00723537	0.0080169	0.00956359	0.00577815	0.00761783	0.00542647	0.0123664	0.0132529	0.0127374	0.0056179	0.00498527	0.00196429	0.00867482	0.00733618	0.00782206	0.0392778	0.00458828	0.00499505	0.0243893	0.0859387	0.00634388	0.00113367	0.109995	0.0164032	0.0184868	0.00224084	0.0100665	0.00230833	0.00766674	0.00194635	0.543875	0.456125	1.990271
